,Date,GDP,REAL_USER_COST,UNEMPLOYMENT_RT,XLB,XLE,XLF,XLI,XLK,XLU,XLV,XLY,GSPC
4,1999-01-01,9417.264,164.7,4.3,0.1115018152968646,0.043486939378427625,-0.009333673187322505,0.058442761870723,0.2823316243534583,0.30189889793627955,0.05568320907641156,0.0924148669910808,0.22871446483796185
5,1999-04-01,9524.152,165.9,4.3,0.11314793844576475,0.058442761870723,0.0062424062411423065,0.06630415574487825,0.34333075002835817,0.2418511121377448,0.08271388758800735,0.11490725361305013,0.2554012658275165
6,1999-07-01,9681.856,166.7,4.3,0.2026970377459334,0.10388545328962047,0.019949335540979884,0.12305958468999913,0.39384892627458107,0.3078722378848249,0.10214218776821687,0.12759526657928918,0.2915023142112158
7,1999-10-01,9899.378,168.1,4.1,0.1513379955002484,0.09257271576339704,-0.02615581369166864,0.10503590117364314,0.3946874022288752,0.2886946727868636,0.06539735916651629,0.09327995878423344,0.25088660157933945
8,2000-01-01,10002.857,169.3,4.0,0.209610754971314,0.08950485473933645,-0.006062695571108029,0.1203752062939461,0.5674134488134712,0.2597711319833809,0.12178166512429822,0.1379763680971212,0.32803788652651505
9,2000-04-01,10247.679,170.9,3.8,0.1352059886410269,0.11673212132787415,-0.0010783576438943565,0.1153899321298476,0.6571303759229459,0.23147636380606085,0.11882518466209245,0.12139544206169507,0.34017500575105203
10,2000-07-01,10319.825,172.7,4.0,0.06343501934897999,0.12938704805212406,-0.006218461982813978,0.10407719460362423,0.5716058285849421,0.2418511121377448,0.10383160517519163,0.08751268016321567,0.3219755149149001
11,2000-10-01,10439.025,173.9,3.9,0.03248790414965702,0.159106951722711,0.046117109658851685,0.13207142644817704,0.4667963342981726,0.3430835049499342,0.09707393554729266,0.08102449171457067,0.3144896505815357
12,2001-01-01,10472.879,175.6,4.2,0.1009666271439036,0.16428396720081326,0.05110144758606533,0.14050804426434366,0.2647236293132811,0.3613179111086516,0.07257738314615891,0.08751268016321567,0.26639216527386983
13,2001-04-01,10597.822,176.4,4.4,0.07037506007686384,0.13375875937377926,0.02159416331201286,0.08332311664832814,0.17735442464052786,0.3231388556691275,0.06676578314161162,0.09209190079633077,0.20020273405569444
14,2001-07-01,10596.294,177.4,4.6,0.11441214977132512,0.12946374925890994,0.0401359135085641,0.11167014595698976,0.22256505935490112,0.3203219282073986,0.10366265312310864,0.10667158044625022,0.22670748154031
15,2001-10-01,10660.294,177.6,5.3,0.05541511219016482,0.06945637171225788,0.002354612359309921,0.0449134835197732,0.09954386631733236,0.28732395306709724,0.015948104446395772,0.06311709863644553,0.1498086165055042
16,2002-01-01,10788.952,177.7,5.7,0.10092712179587217,0.08467298298880988,0.019201680170713442,0.0969444270850522,0.16662194266086486,0.2575452907025698,0.0685227916808051,0.11525329385037865,0.19513352392038585
17,2002-04-01,10893.207,179.3,5.9,0.14643913140157944,0.114001726888934,0.02717661617307088,0.09117683338002812,0.13858330470220787,0.2547283632408409,0.1005541312811064,0.12337361440462315,0.19449628613880784
18,2002-07-01,10992.051,180.0,5.8,0.13527181749156153,0.0754693999166281,0.002454298181617298,0.04319548883619434,0.04789374241516131,0.1714285780075261,0.06271119167625777,0.0971670989426914,0.12088307265096675
19,2002-10-01,11071.463,181.2,5.7,0.04551204979426071,0.0249110399415039,-0.02814955354373855,0.0069947427958327035,0.011939902195034768,0.07525150329387975,0.05798081778103576,0.0663467605839454,0.07091926108907398
20,2003-01-01,11183.507,182.6,5.8,0.06763592884005748,0.031046761989625082,-0.023663644728061817,0.009694452070874049,0.04319828474759066,0.07887323976093441,0.06311663535571488,0.06459352055539908,0.08412405036921401
21,2003-04-01,11312.875,183.2,6.0,0.041087249871969315,0.0360780521966107,-0.030542036685037993,-0.002699709275041345,0.038771132732447734,0.06639841234911897,0.07041493092750839,0.06357847388599193,0.07529326829382628
22,2003-07-01,11567.326,183.7,6.2,0.08533504815211622,0.05190822631560593,0.004647409678301989,0.032396628330106814,0.07687146934850689,0.1356136754054958,0.1028517399857306,0.10076589277043604,0.1265398902768981
23,2003-10-01,11769.275,184.9,6.0,0.11736202978237055,0.05644864752389923,0.01670951120710662,0.04847221354252612,0.09525087352546717,0.13480886640017006,0.08690363553933482,0.11285410383199475,0.141395764417107
24,2004-01-01,11920.169,186.3,5.7,0.21196801457333406,0.09510369174587817,0.03744437290034247,0.08540926308092622,0.11805740412931492,0.16297787237681044,0.1117718618322801,0.14192118456185684,0.18017007959738893
25,2004-04-01,12108.987,187.4,5.6,0.20417195765717933,0.11289729504779837,0.05319487326044259,0.08295496489930887,0.11792327049429267,0.18430582911062213,0.11163670534630647,0.1456122393592407,0.18854979431085828
26,2004-07-01,12303.34,189.1,5.5,0.2037505404858081,0.1438213397877504,0.03993654186394935,0.1034482774762705,0.11725247437790408,0.16599597330694416,0.11150154886033288,0.14145980931231047,0.1872131356554214
27,2004-10-01,12522.425,190.8,5.5,0.2332490994649417,0.1918026843315842,0.04551899472500731,0.11019758577275708,0.1075932405962074,0.20160966406333414,0.09704013998118327,0.14284395266128722,0.18827252136729256
28,2005-01-01,12761.337,191.6,5.3,0.27602193764528915,0.20272426208734484,0.061369180907414826,0.13829918058207252,0.12785082272254486,0.2539235542355152,0.1123124877761747,0.17698624913784747,0.22155138682439784
29,2005-04-01,12910.022,193.7,5.2,0.2831858688043869,0.2961099591496441,0.03614843380442434,0.1268867338276196,0.10477594808388617,0.2820925602121556,0.10433843555297684,0.1549321813231835,0.2054126770058644
30,2005-07-01,13142.873,194.9,5.0,0.22102828281504905,0.3146398191377586,0.05110144758606533,0.1187875825965734,0.11255700391620573,0.3344064503843366,0.12312474886942748,0.15456306704327635,0.2143178918891122
31,2005-10-01,13332.316,199.1,5.0,0.2290350081283359,0.41563379843241177,0.051300819230680084,0.12713216832696578,0.12503353021022362,0.3696176790722104,0.12799027925062315,0.15114884795582287,0.22854069567675456
32,2006-01-01,13603.933,199.3,4.7,0.2876106687266784,0.3744017855909867,0.07273348168006771,0.14259419069694176,0.12503353021022362,0.3251508973710596,0.13299094033932862,0.1526252698747764,0.2366017662422894
33,2006-04-01,13749.806,200.7,4.7,0.33122630106121503,0.4245919938170917,0.08150592766680642,0.1718002173473928,0.141668890072829,0.3138833026558505,0.13650493163925176,0.16194517663804406,0.2558771609634853
34,2006-07-01,13867.469,202.9,4.7,0.3259587069847344,0.4534298687185234,0.07941250199242911,0.17192295800298799,0.1173866336011818,0.3432595797063328,0.11298824442757904,0.15945370804968334,0.2456683742854375
35,2006-10-01,14037.228,201.9,4.4,0.316266353174516,0.4129341125632926,0.10214108013181278,0.16615536429796396,0.13979071212345184,0.37746482592047614,0.15285847976510458,0.17384884815998675,0.272835212582827
36,2007-01-01,14208.569,203.437,4.6,0.3836915734288878,0.4765001967267754,0.12327468511427825,0.18664865346900344,0.15669439043261268,0.4323943933315102,0.15691312278738612,0.2053151189082328,0.30695413070007044
37,2007-04-01,14382.363,205.904,4.5,0.4513274620803919,0.4967480513984688,0.11220946521446963,0.1932752445158169,0.15749932018402354,0.4923541417518457,0.1590755750060367,0.20226997890001128,0.3080134658976506
38,2007-07-01,14535.003,207.603,4.7,0.5029499001053221,0.6036323182418969,0.11769223225322024,0.23610260500891414,0.1880869322084463,0.4899396763586329,0.18151103610838412,0.2142659465922684,0.3421489021880669
39,2007-10-01,14681.501,209.19,4.7,0.5535188353903778,0.6908822932560751,0.10563013072441564,0.26764021259130943,0.21035685150743866,0.5052313928549417,0.18934990606714447,0.19562609786505794,0.3602284215829785
40,2008-01-01,14651.039,212.174,5.0,0.5282343677478499,0.7307644865688627,0.04541930890269996,0.2375751651931469,0.20230747722856368,0.5452716674609476,0.18151103610838412,0.15308664512432282,0.3276695868304798
41,2008-04-01,14805.611,213.942,5.0,0.5229667736713695,0.6829058358687798,0.022391649890471987,0.2264081529380401,0.15387709792029153,0.4766599248097853,0.13231518368792428,0.14755003652774065,0.2870414476830055
