,Date,XLB,XLE,XLF,XLI,XLK,XLU,XLV,XLY,GSPC
0,1998-12-22,0.08845609121226239,0.04252823280840873,-0.010579757669125944,0.04271997412241252,0.2745757217762374,0.29372485379616486,0.042590224172357305,0.08635922443901212,0.21809600725950978
1,1998-12-23,0.09306523602918282,0.04847221354252612,-0.0071530136412054635,0.04770524828651096,0.2848470522163408,0.29120976329151416,0.05019260250374363,0.08736849819769024,0.22842895806495506
2,1998-12-24,0.1032711995523638,0.0469382830304958,-0.005595419741912272,0.05154007456658671,0.28317010030775247,0.3022132842493609,0.05230437426246204,0.09169395716345355,0.22748959430861543
3,1998-12-28,0.09932050399500342,0.04540435251846553,-0.0087106309464208,0.05307400507861698,0.2844278142391937,0.2990694211185475,0.04723612204153782,0.0895312276805719,0.2271668079888149
4,1998-12-29,0.10755111973950421,0.04828047222852233,-0.0062184619828139776,0.05729231398670026,0.285685528170635,0.3091297831371502,0.05483850037292415,0.0947217784394879,0.23392026561626572
5,1998-12-30,0.10623422122038412,0.043870422006435206,-0.0071530136412054635,0.05595012478867378,0.2840085762620466,0.3040996021278489,0.05188201991071839,0.09270323092213167,0.22983179044166563
6,1998-12-31,0.11150181529686459,0.043486939378427625,-0.009333673187322505,0.058442761870723,0.2823316243534583,0.30189889793627955,0.055683209076411555,0.09241486699108079,0.22871446483796182
7,1999-01-04,0.1059049965906041,0.043295198064423834,-0.009333673187322505,0.054224452962639724,0.28736248007922327,0.29215292223075817,0.05483850037292415,0.09097304733582634,0.22824685404572492
8,1999-01-05,0.11709863400312515,0.041761267552393566,-0.0071530136412054635,0.06036017501076085,0.29868190546219436,0.29938380743162885,0.06032910694559207,0.09501014237053879,0.23514927831747806
9,1999-01-06,0.12532924974762594,0.05115659193857913,0.0003234932496150311,0.06687937968688962,0.31209752073090086,0.3056715336932555,0.06624206787000364,0.1019308767157601,0.24655394032181038
10,1999-01-07,0.12170777882004558,0.0498144027405526,0.0040617466950252645,0.0641950012908366,0.3106301878108861,0.30347082950168625,0.06455265046302894,0.10164251278470923,0.24547389426490035
11,1999-01-08,0.13783978567926713,0.05115659193857913,0.005619364000240601,0.06649589705888204,0.31251675870804796,0.30692907894558086,0.06898737115633763,0.1019308767157601,0.2476919262705531
12,1999-01-11,0.13882745956860726,0.04559609383246932,0.0018811105548303675,0.06361977734882523,0.3171283764566658,0.2905809906653516,0.06983207985982498,0.10063323902603111,0.2430530978949786
13,1999-01-12,0.126316923636966,0.041186043610382195,-0.004972377501010566,0.05997669238275327,0.30434161815367994,0.29089537697843293,0.0683538396287221,0.09414505057738612,0.23296847534432813
14,1999-01-13,0.115781735484005,0.036967734702298916,-0.008087588705519094,0.05230703982260182,0.30413199916510636,0.2949823990484902,0.06497500481477259,0.09529850630158967,0.23085389660674288
15,1999-01-14,0.10788034436928429,0.031598977910192894,-0.01400647829112428,0.05096485062457534,0.2978434295079002,0.2849220370298875,0.06201852435256683,0.08981959161162278,0.22166307392190626
16,1999-01-15,0.11479406159466493,0.03581728681827617,-0.007464546464617389,0.05595012478867378,0.3112590447766067,0.28775151384761954,0.06687559939761917,0.0928474128876571,0.234520274365341
17,1999-01-19,0.10623422122038412,0.03581728681827617,-0.0087106309464208,0.05537490084666241,0.3273997068967692,0.3078722378848249,0.07722328101533948,0.09270323092213167,0.23813699657583826
18,1999-01-20,0.10458809807148395,0.03351639105023074,-0.006997247229499515,0.054032711648635934,0.3318017056568135,0.30535714738017417,0.07933505277405789,0.09674032595684412,0.24004881094915448
19,1999-01-21,0.10261275029280376,0.03581728681827617,-0.01120279991002765,0.05154007456658671,0.3192245663424012,0.3031564431886049,0.06624206787000364,0.09443341450843701,0.2311683985828114
20,1999-01-22,0.09372368528874292,0.034283356306245905,-0.012760393809320841,0.04578783514647311,0.3108398067994596,0.3072434652586622,0.06476382763890076,0.09558687023264056,0.22704264386141743
21,1999-01-25,0.10261275029280376,0.033899873678238324,-0.010891267086615725,0.05058136799656776,0.3190149473538276,0.2842932644037248,0.06772030810110657,0.09501014237053879,0.23068007693124465
22,1999-01-26,0.10129585177368361,0.031215495282185313,-0.010735500674909776,0.05058136799656776,0.3380902753140197,0.29592555798773423,0.06940972550808128,0.10077742099155657,0.23826530287510167
23,1999-01-27,0.0976743808461033,0.02623022111808687,-0.013694968873634472,0.05288226376461319,0.32760932588534275,0.28680835490837553,0.06581971351825999,0.10048905706050568,0.2344830453328382
24,1999-01-28,0.09207756213984275,0.024696290606056548,-0.010268224845714019,0.05326574639262077,0.3445884639597994,0.28775151384761954,0.07257738314615891,0.10308433243996365,0.24366967533151768
25,1999-01-29,0.09438213454830297,0.024696290606056548,-0.005283886918500347,0.05518315953265862,0.3519251285598733,0.28680835490837553,0.07257738314615891,0.10481451602626898,0.2495747959550984
